model,correlation,pvalue,predictor,feature
SVR-RBF,0.08041119574530753,0.0038665005801582016,Binding,IND Mutability Score
Linear,0.012457163616164365,0.6549988434628551,Binding,IND Mutability Score
SVR-RBF,0.04927956443653075,0.07695649943997267,Binding,IND Mutability Score
Linear,-0.027273681904269594,0.32786201348840327,Binding,IND Mutability Score
SVR-RBF,0.04765938433670082,0.08719009900824978,Binding,IND Mutability Score
Linear,0.011734423191959924,0.6738262052519073,Binding,IND Mutability Score
SVR-RBF,0.06945697584755565,0.012621200762922091,Binding,IND Mutability Score
Linear,-0.01570244770023468,0.573266565566174,Binding,IND Mutability Score
SVR-RBF,0.04650084145856762,0.09515974139985142,Binding,IND Mutability Score
Linear,0.03417508279058066,0.22014461079229036,Binding,IND Mutability Score
SVR-RBF,0.01019235622554535,0.714673250823596,Binding,IND Mutability Score
Linear,0.01530280697547124,0.5830669561907238,Binding,IND Mutability Score
SVR-RBF,0.08041462027489331,0.0038649832288133457,Binding,IND Mutability Score
Linear,-0.015913909172988044,0.5681126586051821,Binding,IND Mutability Score
SVR-RBF,0.07055844872534195,0.011278935399222152,Binding,IND Mutability Score
Linear,-0.012274426613025469,0.6597390761239618,Binding,IND Mutability Score
SVR-RBF,0.031370627806625626,0.26038871720246654,Binding,IND Mutability Score
Linear,-0.028123640828499157,0.31300672693385573,Binding,IND Mutability Score
SVR-RBF,0.0165719534815079,0.552217482088116,Binding,IND Mutability Score
Linear,0.0048441466747394316,0.8620619625060402,Binding,IND Mutability Score
SVR-RBF,0.016736019160460972,0.548288681636187,Binding,IND Mutability Score
Linear,-0.011229176690026571,0.6871110159194078,Binding,DCA Mutability Score
SVR-RBF,0.09473788624855027,0.0006599386341004386,Binding,DCA Mutability Score
Linear,-0.0036162933842228615,0.8967966907300942,Binding,DCA Mutability Score
SVR-RBF,0.051447435974336354,0.06481529242689141,Binding,DCA Mutability Score
Linear,0.002585014385996243,0.9261268255204996,Binding,DCA Mutability Score
SVR-RBF,0.08336925247849288,0.002740053869495681,Binding,DCA Mutability Score
Linear,-0.007056845571524011,0.8001779744032428,Binding,DCA Mutability Score
SVR-RBF,0.08898129324813585,0.0013842767464749403,Binding,DCA Mutability Score
Linear,-0.07129311764750561,0.010455572834435701,Binding,DCA Mutability Score
SVR-RBF,0.05216947273802463,0.06114021078263582,Binding,DCA Mutability Score
Linear,-0.035045583538232006,0.20861073878558686,Binding,DCA Mutability Score
SVR-RBF,0.11032542005665934,7.209807063105897e-05,Binding,DCA Mutability Score
Linear,-0.02691510395042905,0.33426396590891416,Binding,DCA Mutability Score
SVR-RBF,0.09196747050856312,0.0009474629515116459,Binding,DCA Mutability Score
Linear,0.010366141358968807,0.7100262596121993,Binding,DCA Mutability Score
SVR-RBF,0.07849029292560548,0.0048079637118495135,Binding,DCA Mutability Score
Linear,0.0068499491625478295,0.8059178890753115,Binding,DCA Mutability Score
SVR-RBF,0.048143921350619893,0.08402064931546524,Binding,DCA Mutability Score
Linear,0.034886185279606886,0.21068933101342377,Binding,DCA Mutability Score
SVR-RBF,0.062339899021770305,0.025209771736437233,Binding,DCA Mutability Score
Linear,-0.041041607203153606,0.14083376916772974,Binding,DCA Mutability Score
SVR-RBF,0.09215214669464233,0.0009251699409839363,Binding,DCA Mutability Score
Linear,-0.0017598805508982915,0.9496684658747456,Binding,DCA Mutability Score
SVR-RBF,0.09648510024216071,0.0005227781537578306,Binding,DCA Mutability Score
Linear,-0.0090372286876146,0.745822764214652,Binding,DCA Mutability Score
SVR-RBF,0.046412753884603176,0.09578879553004595,Binding,DCA Mutability Score
Linear,-0.01347314524166814,0.6289010531201739,Binding,DCA Mutability Score
SVR-RBF,0.0785655680343691,0.004767481189085945,Binding,DCA Mutability Score
Linear,-0.04848444326595581,0.08184947032740311,Binding,DCA Mutability Score
SVR-RBF,0.07648148285107834,0.006009763490647854,Binding,DCA Mutability Score
Linear,0.2471413286200811,3.6995556757876317e-22,Binding,Mean_Embedding
SVR-RBF,0.357473296816074,4.104978659969487e-46,Binding,Mean_Embedding
Linear,0.1944195815964044,3.8590682415376514e-14,Binding,Mean_Embedding
SVR-RBF,0.32863197083366474,8.28377469032574e-39,Binding,Mean_Embedding
Linear,0.2544728914909794,2.0098597428763865e-23,Binding,Mean_Embedding
SVR-RBF,0.32843231863872374,9.245733287724014e-39,Binding,Mean_Embedding
Linear,0.23245025725097462,1.0480356683576645e-19,Binding,Mean_Embedding
SVR-RBF,0.3475186407550679,1.7427199938824992e-43,Binding,Mean_Embedding
Linear,0.19289853545281838,6.127574580201746e-14,Binding,Mean_Embedding
SVR-RBF,0.3692590127710397,2.785074137214396e-49,Binding,Mean_Embedding
Linear,0.23435223068617367,5.02937026419382e-20,Binding,Mean_Embedding
SVR-RBF,0.37100903725497403,8.435488714645052e-50,Binding,Mean_Embedding
Linear,0.19731291961813907,1.5847193988441468e-14,Binding,Mean_Embedding
SVR-RBF,0.3067902352571899,8.504940620862271e-34,Binding,Mean_Embedding
Linear,0.2496840627458251,1.3905086350641455e-22,Binding,Mean_Embedding
SVR-RBF,0.3699512467098574,1.7897319724793565e-49,Binding,Mean_Embedding
Linear,0.18974092371514018,1.5808817672629503e-13,Binding,Mean_Embedding
SVR-RBF,0.3274738313807449,1.564967903524878e-38,Binding,Mean_Embedding
Linear,0.19194231478973575,8.178702183863632e-14,Binding,Mean_Embedding
SVR-RBF,0.35656989573368014,7.634676694404985e-46,Binding,Mean_Embedding
Linear,0.19290375052780484,6.001045929431219e-14,Binding,Mean_Embedding
SVR-RBF,0.34387432273563073,1.3857472653663884e-42,Binding,Mean_Embedding
Linear,0.22953234152322707,3.0565563442711607e-19,Binding,Mean_Embedding
SVR-RBF,0.36579888525897214,2.4989980008652515e-48,Binding,Mean_Embedding
Linear,0.21654025909212402,3.0057418107530846e-17,Binding,Mean_Embedding
SVR-RBF,0.37003241147206867,1.6991800044900352e-49,Binding,Mean_Embedding
Linear,0.1987515576300373,1.0128176838568114e-14,Binding,Mean_Embedding
SVR-RBF,0.315332950248021,1.0452578069564257e-35,Binding,Mean_Embedding
Linear,0.2577215203234572,5.286384135437193e-24,Binding,Mean_Embedding
SVR-RBF,0.3614208404643984,3.8621106415945754e-47,Binding,Mean_Embedding
Linear,0.2602055374914841,1.8143518823835598e-24,Binding,Logits
SVR-RBF,0.38928140929695854,4.5840520752748495e-55,Binding,Logits
Linear,0.238878004660108,9.412759978823068e-21,Binding,Logits
SVR-RBF,0.3449706875949215,7.785595340231e-43,Binding,Logits
Linear,0.22988165148410383,2.691040192020962e-19,Binding,Logits
SVR-RBF,0.3126192277789773,4.2947796276927444e-35,Binding,Logits
Linear,0.17443365560887286,1.2435585396375486e-11,Binding,Logits
SVR-RBF,0.3440007627768,1.3714103765294414e-42,Binding,Logits
Linear,0.24613741983221893,5.673519237618064e-22,Binding,Logits
SVR-RBF,0.33122025907461217,1.9789855736039375e-39,Binding,Logits
Linear,0.20760667987554032,5.838792075789533e-16,Binding,Logits
SVR-RBF,0.32372516968419957,1.1386221178673584e-37,Binding,Logits
Linear,0.22298119006099626,3.204075341354958e-18,Binding,Logits
SVR-RBF,0.33648337796801403,1.0314692711814024e-40,Binding,Logits
Linear,0.24899282281460347,1.8321297758499333e-22,Binding,Logits
SVR-RBF,0.3188018569668767,1.680262313766943e-36,Binding,Logits
Linear,0.24979216294608966,1.3317048724140107e-22,Binding,Logits
SVR-RBF,0.36772754464634977,7.379879535244712e-49,Binding,Logits
Linear,0.21155972814835963,1.6174461006746893e-16,Binding,Logits
SVR-RBF,0.34806227525862854,1.2639995222357332e-43,Binding,Logits
Linear,0.233873372423943,6.011427510190196e-20,Binding,Logits
SVR-RBF,0.3660068115837129,2.0391818746214478e-48,Binding,Logits
Linear,0.24759801792253036,3.1881139300690436e-22,Binding,Logits
SVR-RBF,0.38862997879255273,7.770843419461882e-55,Binding,Logits
Linear,0.21489457104529752,5.265777999814708e-17,Binding,Logits
SVR-RBF,0.34400846728749934,1.365267560492478e-42,Binding,Logits
Linear,0.21595859892003177,3.666457285254709e-17,Binding,Logits
SVR-RBF,0.2917645613950672,1.3771485578689281e-30,Binding,Logits
Linear,0.23736514901499092,1.6706157340167937e-20,Binding,Logits
SVR-RBF,0.3540092775971972,3.612721260597672e-45,Binding,Logits
Linear,0.25573334983789037,2.704169591832955e-06,RBD Wuhan-Hu-1 Binding,semantic_score
SVR-RBF,0.25737178985799514,2.3215018237137354e-06,RBD Wuhan-Hu-1 Binding,semantic_score
Linear,0.20288789530918364,0.0002164752921108766,RBD Wuhan-Hu-1 Binding,semantic_score
SVR-RBF,0.11027453819613663,0.04597503137652949,RBD Wuhan-Hu-1 Binding,semantic_score
Linear,0.2054698323676581,0.00017891405897501502,RBD Wuhan-Hu-1 Binding,semantic_score
SVR-RBF,0.252699617289249,3.577209277017411e-06,RBD Wuhan-Hu-1 Binding,semantic_score
Linear,0.1252808098477795,0.023255113931787245,RBD Wuhan-Hu-1 Binding,semantic_score
SVR-RBF,0.15967036681604654,0.0037395271145819744,RBD Wuhan-Hu-1 Binding,semantic_score
Linear,0.15366114487395788,0.005359515072416601,RBD Wuhan-Hu-1 Binding,semantic_score
SVR-RBF,0.1461839365115101,0.008107033650017123,RBD Wuhan-Hu-1 Binding,semantic_score
Linear,0.1734896459976563,0.001610565663106909,RBD Wuhan-Hu-1 Binding,semantic_score
SVR-RBF,0.15457685195072304,0.005020729780102501,RBD Wuhan-Hu-1 Binding,semantic_score
Linear,0.21095699205103252,0.0001183997932579318,RBD Wuhan-Hu-1 Binding,semantic_score
SVR-RBF,0.2829647027177356,1.867659369739103e-07,RBD Wuhan-Hu-1 Binding,semantic_score
Linear,0.24718646045945702,5.894492177343262e-06,RBD Wuhan-Hu-1 Binding,semantic_score
SVR-RBF,0.2036844836533472,0.00020416561329650743,RBD Wuhan-Hu-1 Binding,semantic_score
Linear,0.18147748160729416,0.0009613296344421873,RBD Wuhan-Hu-1 Binding,semantic_score
SVR-RBF,0.16817765275423707,0.0022431562779428216,RBD Wuhan-Hu-1 Binding,semantic_score
Linear,0.13515501730994653,0.014449070522831594,RBD Wuhan-Hu-1 Binding,semantic_score
SVR-RBF,0.14710201069913517,0.00771281999625028,RBD Wuhan-Hu-1 Binding,semantic_score
Linear,0.09503820901948261,0.08569890092476692,RBD Wuhan-Hu-1 Binding,semantic_score
SVR-RBF,0.11200038495525652,0.042657162513043766,RBD Wuhan-Hu-1 Binding,semantic_score
Linear,0.21940201360129669,6.14161782734589e-05,RBD Wuhan-Hu-1 Binding,semantic_score
SVR-RBF,0.2332420368346346,1.9806224504495245e-05,RBD Wuhan-Hu-1 Binding,semantic_score
Linear,0.28018040865275384,2.4880705282148317e-07,RBD Wuhan-Hu-1 Binding,semantic_score
SVR-RBF,0.27437377400731094,4.480010577810568e-07,RBD Wuhan-Hu-1 Binding,semantic_score
Linear,0.15015020733849738,0.006441529895294647,RBD Wuhan-Hu-1 Binding,semantic_score
SVR-RBF,0.12045084645933045,0.029177776059822434,RBD Wuhan-Hu-1 Binding,semantic_score
Linear,0.1894149471409725,0.0005746119744938409,RBD Wuhan-Hu-1 Binding,semantic_score
SVR-RBF,0.21516356028647246,8.782930775603997e-05,RBD Wuhan-Hu-1 Binding,semantic_score
Linear,-0.063680498074884,0.2501160486152833,RBD Wuhan-Hu-1 Binding,relative_grammaticality
SVR-RBF,0.033653653231549195,0.5436260962930175,RBD Wuhan-Hu-1 Binding,relative_grammaticality
Linear,0.03344468525872311,0.546132564181167,RBD Wuhan-Hu-1 Binding,relative_grammaticality
SVR-RBF,0.05468030480496062,0.3235149109441987,RBD Wuhan-Hu-1 Binding,relative_grammaticality
Linear,0.07695669118092147,0.16438107057363371,RBD Wuhan-Hu-1 Binding,relative_grammaticality
SVR-RBF,0.012626666240450089,0.8197902878724574,RBD Wuhan-Hu-1 Binding,relative_grammaticality
Linear,-0.04124989043484057,0.45655457961079393,RBD Wuhan-Hu-1 Binding,relative_grammaticality
SVR-RBF,0.005324760484822557,0.9234665379459588,RBD Wuhan-Hu-1 Binding,relative_grammaticality
Linear,0.007066059713335356,0.8987117916105425,RBD Wuhan-Hu-1 Binding,relative_grammaticality
SVR-RBF,0.011948364122578584,0.8295768912634082,RBD Wuhan-Hu-1 Binding,relative_grammaticality
Linear,0.11603916476966283,0.03567287097435004,RBD Wuhan-Hu-1 Binding,relative_grammaticality
SVR-RBF,0.1022491313003256,0.06437247855974818,RBD Wuhan-Hu-1 Binding,relative_grammaticality
Linear,0.0010322717110537022,0.9851411619052476,RBD Wuhan-Hu-1 Binding,relative_grammaticality
SVR-RBF,0.028277715607018295,0.6098566308607698,RBD Wuhan-Hu-1 Binding,relative_grammaticality
Linear,-0.012700120587553165,0.8187600202935161,RBD Wuhan-Hu-1 Binding,relative_grammaticality
SVR-RBF,0.0017350188838884013,0.9750282241717539,RBD Wuhan-Hu-1 Binding,relative_grammaticality
Linear,0.0018030321682431015,0.9740496598908019,RBD Wuhan-Hu-1 Binding,relative_grammaticality
SVR-RBF,0.04895426174640432,0.37683408655789075,RBD Wuhan-Hu-1 Binding,relative_grammaticality
Linear,0.0032075085764647253,0.95392397369358,RBD Wuhan-Hu-1 Binding,relative_grammaticality
SVR-RBF,0.07255023357910734,0.1906572252394008,RBD Wuhan-Hu-1 Binding,relative_grammaticality
Linear,0.07972993962885347,0.1496546114598633,RBD Wuhan-Hu-1 Binding,relative_grammaticality
SVR-RBF,0.014534950201944268,0.7931302205595026,RBD Wuhan-Hu-1 Binding,relative_grammaticality
Linear,0.032475663146525786,0.557829492477153,RBD Wuhan-Hu-1 Binding,relative_grammaticality
SVR-RBF,0.06200295041627532,0.262836564753084,RBD Wuhan-Hu-1 Binding,relative_grammaticality
Linear,0.02432461315103287,0.6607190663644186,RBD Wuhan-Hu-1 Binding,relative_grammaticality
SVR-RBF,0.08799151398178996,0.11170033597194637,RBD Wuhan-Hu-1 Binding,relative_grammaticality
Linear,0.04943171500257432,0.3721923259130353,RBD Wuhan-Hu-1 Binding,relative_grammaticality
SVR-RBF,0.04673464821148868,0.3988760525848146,RBD Wuhan-Hu-1 Binding,relative_grammaticality
Linear,-0.06972676716071745,0.2085430716806434,RBD Wuhan-Hu-1 Binding,relative_grammaticality
SVR-RBF,0.0005571785384848317,0.9919918021993224,RBD Wuhan-Hu-1 Binding,relative_grammaticality
Linear,-0.020958973706744405,0.7053001658231846,RBD Wuhan-Hu-1 Binding,relative_sequence_grammaticality
SVR-RBF,0.0690664700629327,0.21219154867029882,RBD Wuhan-Hu-1 Binding,relative_sequence_grammaticality
Linear,-0.05710616883092062,0.30247986235070484,RBD Wuhan-Hu-1 Binding,relative_sequence_grammaticality
SVR-RBF,0.10284816704608203,0.06281694497964078,RBD Wuhan-Hu-1 Binding,relative_sequence_grammaticality
Linear,0.09949699066670689,0.07193083303658536,RBD Wuhan-Hu-1 Binding,relative_sequence_grammaticality
SVR-RBF,0.006192950659924599,0.9110359129754658,RBD Wuhan-Hu-1 Binding,relative_sequence_grammaticality
Linear,0.037804507189727554,0.49505000207908423,RBD Wuhan-Hu-1 Binding,relative_sequence_grammaticality
SVR-RBF,0.08479352907955011,0.12538067995530738,RBD Wuhan-Hu-1 Binding,relative_sequence_grammaticality
Linear,-0.020996036774123584,0.7052359051383246,RBD Wuhan-Hu-1 Binding,relative_sequence_grammaticality
SVR-RBF,0.10153003581592072,0.06669966523882821,RBD Wuhan-Hu-1 Binding,relative_sequence_grammaticality
Linear,0.03649559452377398,0.5101144796978356,RBD Wuhan-Hu-1 Binding,relative_sequence_grammaticality
SVR-RBF,0.07292725654938391,0.1876773072736118,RBD Wuhan-Hu-1 Binding,relative_sequence_grammaticality
Linear,0.034033178931791766,0.5390884933372548,RBD Wuhan-Hu-1 Binding,relative_sequence_grammaticality
SVR-RBF,0.030046918980169403,0.5876684639843068,RBD Wuhan-Hu-1 Binding,relative_sequence_grammaticality
Linear,-0.09955346709341945,0.07176875793486812,RBD Wuhan-Hu-1 Binding,relative_sequence_grammaticality
SVR-RBF,0.09669282713745117,0.08036096332524525,RBD Wuhan-Hu-1 Binding,relative_sequence_grammaticality
Linear,0.07753038323445337,0.16124881419805112,RBD Wuhan-Hu-1 Binding,relative_sequence_grammaticality
SVR-RBF,0.05488842080635191,0.32167395530072734,RBD Wuhan-Hu-1 Binding,relative_sequence_grammaticality
Linear,-0.012553418436756551,0.8210887518183472,RBD Wuhan-Hu-1 Binding,relative_sequence_grammaticality
SVR-RBF,0.09416505250210379,0.08911988695823753,RBD Wuhan-Hu-1 Binding,relative_sequence_grammaticality
Linear,0.008167716012547462,0.882846801161612,RBD Wuhan-Hu-1 Binding,relative_sequence_grammaticality
SVR-RBF,0.08746934194676344,0.11385032139940399,RBD Wuhan-Hu-1 Binding,relative_sequence_grammaticality
Linear,-0.006699308508937967,0.9037957497881919,RBD Wuhan-Hu-1 Binding,relative_sequence_grammaticality
SVR-RBF,0.058922968834272726,0.28733275385782575,RBD Wuhan-Hu-1 Binding,relative_sequence_grammaticality
Linear,0.09789679952411139,0.07664842487674259,RBD Wuhan-Hu-1 Binding,relative_sequence_grammaticality
SVR-RBF,0.028414422320193585,0.6081289955667917,RBD Wuhan-Hu-1 Binding,relative_sequence_grammaticality
Linear,0.024566230364244417,0.6575619704662496,RBD Wuhan-Hu-1 Binding,relative_sequence_grammaticality
SVR-RBF,0.04021676855766016,0.4679186268377836,RBD Wuhan-Hu-1 Binding,relative_sequence_grammaticality
Linear,-0.08861045019673312,0.1097391276065042,RBD Wuhan-Hu-1 Binding,relative_sequence_grammaticality
SVR-RBF,0.11134151952926596,0.04422476778629931,RBD Wuhan-Hu-1 Binding,relative_sequence_grammaticality
Linear,0.08007783441585112,0.1478803028519371,RBD Wuhan-Hu-1 Binding,relative_grammaticality_with_eve
SVR-RBF,0.12603135787015188,0.022435014001827527,RBD Wuhan-Hu-1 Binding,relative_grammaticality_with_eve
Linear,0.10475236023100035,0.05807648864375747,RBD Wuhan-Hu-1 Binding,relative_grammaticality_with_eve
SVR-RBF,0.18947582841880678,0.0005610981963686448,RBD Wuhan-Hu-1 Binding,relative_grammaticality_with_eve
Linear,0.08507391386813973,0.12413156075211489,RBD Wuhan-Hu-1 Binding,relative_grammaticality_with_eve
SVR-RBF,0.03892009518119903,0.4823997426787743,RBD Wuhan-Hu-1 Binding,relative_grammaticality_with_eve
Linear,0.048690370203108076,0.3794148003424934,RBD Wuhan-Hu-1 Binding,relative_grammaticality_with_eve
SVR-RBF,-0.014754801907908656,0.7900735093114923,RBD Wuhan-Hu-1 Binding,relative_grammaticality_with_eve
Linear,0.10248171795614507,0.06417372421747967,RBD Wuhan-Hu-1 Binding,relative_grammaticality_with_eve
SVR-RBF,0.15904794720823892,0.003933461887593532,RBD Wuhan-Hu-1 Binding,relative_grammaticality_with_eve
Linear,0.08397124126284347,0.12910025239890494,RBD Wuhan-Hu-1 Binding,relative_grammaticality_with_eve
SVR-RBF,0.1812315981557518,0.0009770361179362247,RBD Wuhan-Hu-1 Binding,relative_grammaticality_with_eve
Linear,0.11654722400379246,0.03486722430827986,RBD Wuhan-Hu-1 Binding,relative_grammaticality_with_eve
SVR-RBF,0.060573991311983065,0.274017164414611,RBD Wuhan-Hu-1 Binding,relative_grammaticality_with_eve
Linear,0.03560427422684199,0.5205077761933461,RBD Wuhan-Hu-1 Binding,relative_grammaticality_with_eve
SVR-RBF,0.04092971439181502,0.4600598166120369,RBD Wuhan-Hu-1 Binding,relative_grammaticality_with_eve
Linear,0.10592899905606096,0.055298034677317774,RBD Wuhan-Hu-1 Binding,relative_grammaticality_with_eve
SVR-RBF,0.12021451051642792,0.02949807226055613,RBD Wuhan-Hu-1 Binding,relative_grammaticality_with_eve
Linear,0.06376922411651088,0.2501839189969447,RBD Wuhan-Hu-1 Binding,relative_grammaticality_with_eve
SVR-RBF,0.10119336067002815,0.06761254946674405,RBD Wuhan-Hu-1 Binding,relative_grammaticality_with_eve
Linear,0.09805070460086789,0.07618404579409555,RBD Wuhan-Hu-1 Binding,relative_grammaticality_with_eve
SVR-RBF,0.09024243683519642,0.10279521856795822,RBD Wuhan-Hu-1 Binding,relative_grammaticality_with_eve
Linear,0.0237618011550016,0.6680963240897885,RBD Wuhan-Hu-1 Binding,relative_grammaticality_with_eve
SVR-RBF,0.05810238855853326,0.2941098682972481,RBD Wuhan-Hu-1 Binding,relative_grammaticality_with_eve
Linear,0.04296178494758784,0.4380686624609619,RBD Wuhan-Hu-1 Binding,relative_grammaticality_with_eve
SVR-RBF,0.1653319766949067,0.002668454183459097,RBD Wuhan-Hu-1 Binding,relative_grammaticality_with_eve
Linear,0.12704781657766462,0.021364332008146518,RBD Wuhan-Hu-1 Binding,relative_grammaticality_with_eve
SVR-RBF,0.02482196244543882,0.6542270549550437,RBD Wuhan-Hu-1 Binding,relative_grammaticality_with_eve
Linear,0.09212235069950182,0.09630837614417623,RBD Wuhan-Hu-1 Binding,relative_grammaticality_with_eve
SVR-RBF,0.13381584384313477,0.015458964606829053,RBD Wuhan-Hu-1 Binding,relative_grammaticality_with_eve
Linear,-0.046984260959512976,0.39635939023868927,RBD Wuhan-Hu-1 Binding,grammaticality
SVR-RBF,0.07639966887729727,0.16746574819268156,RBD Wuhan-Hu-1 Binding,grammaticality
Linear,-0.030029565374708998,0.5878842857313363,RBD Wuhan-Hu-1 Binding,grammaticality
SVR-RBF,0.08254432255708187,0.13575660147911672,RBD Wuhan-Hu-1 Binding,grammaticality
Linear,0.037964688170889715,0.4932228418514333,RBD Wuhan-Hu-1 Binding,grammaticality
SVR-RBF,0.06575458554221102,0.2349888683400083,RBD Wuhan-Hu-1 Binding,grammaticality
Linear,-0.08637415794233305,0.11846487915959779,RBD Wuhan-Hu-1 Binding,grammaticality
SVR-RBF,-0.030761901029270743,0.5788083365003528,RBD Wuhan-Hu-1 Binding,grammaticality
Linear,-0.032500994624608585,0.5581280702738733,RBD Wuhan-Hu-1 Binding,grammaticality
SVR-RBF,0.01732435727344938,0.7549625767688702,RBD Wuhan-Hu-1 Binding,grammaticality
Linear,0.02317994750734714,0.675756867439101,RBD Wuhan-Hu-1 Binding,grammaticality
SVR-RBF,0.06127622847294535,0.26848285860022875,RBD Wuhan-Hu-1 Binding,grammaticality
Linear,0.002099910154451368,0.9697787012920267,RBD Wuhan-Hu-1 Binding,grammaticality
SVR-RBF,0.003571377561465306,0.9486249168011596,RBD Wuhan-Hu-1 Binding,grammaticality
Linear,0.04231073851910111,0.44504799961503827,RBD Wuhan-Hu-1 Binding,grammaticality
SVR-RBF,0.0554913774429137,0.31637882532139877,RBD Wuhan-Hu-1 Binding,grammaticality
Linear,-0.02054426445199532,0.7108675974353134,RBD Wuhan-Hu-1 Binding,grammaticality
SVR-RBF,0.07030567808102568,0.20408426917421799,RBD Wuhan-Hu-1 Binding,grammaticality
Linear,0.03250682616580205,0.558057407584206,RBD Wuhan-Hu-1 Binding,grammaticality
SVR-RBF,0.14962516147365562,0.006716015997098435,RBD Wuhan-Hu-1 Binding,grammaticality
Linear,0.0210334482531128,0.704302003568172,RBD Wuhan-Hu-1 Binding,grammaticality
SVR-RBF,0.04749673706268309,0.39122246560499974,RBD Wuhan-Hu-1 Binding,grammaticality
Linear,0.028502667140945976,0.6070149534156704,RBD Wuhan-Hu-1 Binding,grammaticality
SVR-RBF,0.02844145518502675,0.607787624197192,RBD Wuhan-Hu-1 Binding,grammaticality
Linear,-0.015433914552190339,0.7806519349820653,RBD Wuhan-Hu-1 Binding,grammaticality
SVR-RBF,0.12412934494365441,0.024563618706553058,RBD Wuhan-Hu-1 Binding,grammaticality
Linear,-0.014015157440551292,0.8003696812436294,RBD Wuhan-Hu-1 Binding,grammaticality
SVR-RBF,0.07475816176415578,0.17680766414193633,RBD Wuhan-Hu-1 Binding,grammaticality
Linear,-0.059375650999887834,0.28438016395618815,RBD Wuhan-Hu-1 Binding,grammaticality
SVR-RBF,0.08815023198333137,0.11160337808329249,RBD Wuhan-Hu-1 Binding,grammaticality
Linear,-0.03499164754288825,0.5277138106898172,RBD Wuhan-Hu-1 Binding,masked_grammaticality
SVR-RBF,0.059250627868938956,0.2846561818930746,RBD Wuhan-Hu-1 Binding,masked_grammaticality
Linear,-0.07684839309236674,0.16497744322813962,RBD Wuhan-Hu-1 Binding,masked_grammaticality
SVR-RBF,0.053481575113119635,0.3342514025285307,RBD Wuhan-Hu-1 Binding,masked_grammaticality
Linear,0.027403912532195793,0.6209502026828717,RBD Wuhan-Hu-1 Binding,masked_grammaticality
SVR-RBF,0.0032741595088352665,0.9528952939878201,RBD Wuhan-Hu-1 Binding,masked_grammaticality
Linear,-0.0014973124550687244,0.9784485906533434,RBD Wuhan-Hu-1 Binding,masked_grammaticality
SVR-RBF,0.03769296218937484,0.4963245020469247,RBD Wuhan-Hu-1 Binding,masked_grammaticality
Linear,-0.05031869168244223,0.3644013543884419,RBD Wuhan-Hu-1 Binding,masked_grammaticality
SVR-RBF,0.020285278132794834,0.7147721918196315,RBD Wuhan-Hu-1 Binding,masked_grammaticality
Linear,0.011192606139831232,0.8399642749086436,RBD Wuhan-Hu-1 Binding,masked_grammaticality
SVR-RBF,0.0190083527114516,0.7316190410597294,RBD Wuhan-Hu-1 Binding,masked_grammaticality
Linear,-0.07516284080606626,0.17446948209569219,RBD Wuhan-Hu-1 Binding,masked_grammaticality
SVR-RBF,-0.002732773765371853,0.9606772047689889,RBD Wuhan-Hu-1 Binding,masked_grammaticality
Linear,0.04272543876436191,0.4405950642588463,RBD Wuhan-Hu-1 Binding,masked_grammaticality
SVR-RBF,0.12493667325063702,0.02363972247597194,RBD Wuhan-Hu-1 Binding,masked_grammaticality
Linear,0.01069576909762015,0.8469788442660008,RBD Wuhan-Hu-1 Binding,masked_grammaticality
SVR-RBF,0.011608847440082,0.8340972920080301,RBD Wuhan-Hu-1 Binding,masked_grammaticality
Linear,-0.007073953825222884,0.898599241744128,RBD Wuhan-Hu-1 Binding,masked_grammaticality
SVR-RBF,0.025188519651096853,0.6499617397758621,RBD Wuhan-Hu-1 Binding,masked_grammaticality
Linear,-0.020642203589792543,0.709551375345427,RBD Wuhan-Hu-1 Binding,masked_grammaticality
SVR-RBF,0.07855211947690667,0.15578175940387434,RBD Wuhan-Hu-1 Binding,masked_grammaticality
Linear,-0.09243651470005122,0.09466534757114446,RBD Wuhan-Hu-1 Binding,masked_grammaticality
SVR-RBF,-0.021032428053847484,0.7043156736042613,RBD Wuhan-Hu-1 Binding,masked_grammaticality
Linear,-0.059196042170956836,0.2851009105067955,RBD Wuhan-Hu-1 Binding,masked_grammaticality
SVR-RBF,0.02372405378218474,0.6685922650416085,RBD Wuhan-Hu-1 Binding,masked_grammaticality
Linear,0.02298100865060964,0.6783837833617861,RBD Wuhan-Hu-1 Binding,masked_grammaticality
SVR-RBF,0.07187949950384312,0.19411438350050134,RBD Wuhan-Hu-1 Binding,masked_grammaticality
Linear,0.07499242180560366,0.1761159605210034,RBD Wuhan-Hu-1 Binding,masked_grammaticality
SVR-RBF,0.07206890755855529,0.19362406555328474,RBD Wuhan-Hu-1 Binding,masked_grammaticality
Linear,0.10235408530043641,0.06409767721654198,RBD Wuhan-Hu-1 Binding,mutated_grammaticality
SVR-RBF,0.05139306993647937,0.3534967990967318,RBD Wuhan-Hu-1 Binding,mutated_grammaticality
Linear,-0.05417326112136223,0.3280286754600993,RBD Wuhan-Hu-1 Binding,mutated_grammaticality
SVR-RBF,-0.009950003434670862,0.8575304220646952,RBD Wuhan-Hu-1 Binding,mutated_grammaticality
Linear,-0.013127924146144226,0.8127659083009886,RBD Wuhan-Hu-1 Binding,mutated_grammaticality
