model,correlation,pvalue,predictor,feature
SVR-RBF,-0.04462521619722765,0.42052372726420906,RBD Wuhan-Hu-1 Binding,mutated_grammaticality
Linear,-0.052099196014965654,0.34691330916213325,RBD Wuhan-Hu-1 Binding,mutated_grammaticality
SVR-RBF,-0.044574206233961626,0.4210555715579778,RBD Wuhan-Hu-1 Binding,mutated_grammaticality
Linear,-0.003675113261080887,0.9472159494921446,RBD Wuhan-Hu-1 Binding,mutated_grammaticality
SVR-RBF,-0.030612216006467984,0.5812399038145637,RBD Wuhan-Hu-1 Binding,mutated_grammaticality
Linear,-0.154703029745528,0.004984729639632356,RBD Wuhan-Hu-1 Binding,mutated_grammaticality
SVR-RBF,-0.12389334937993604,0.024839503345186826,RBD Wuhan-Hu-1 Binding,mutated_grammaticality
Linear,0.0633137418217209,0.2528598591737817,RBD Wuhan-Hu-1 Binding,mutated_grammaticality
SVR-RBF,-0.07817379555051984,0.15778951786622694,RBD Wuhan-Hu-1 Binding,mutated_grammaticality
Linear,0.025600542474002227,0.6441163035865368,RBD Wuhan-Hu-1 Binding,mutated_grammaticality
SVR-RBF,-0.04632776267646597,0.4029988476716907,RBD Wuhan-Hu-1 Binding,mutated_grammaticality
Linear,0.02678601412108943,0.6288471907927518,RBD Wuhan-Hu-1 Binding,mutated_grammaticality
SVR-RBF,-0.048746315273736254,0.3788667865272858,RBD Wuhan-Hu-1 Binding,mutated_grammaticality
Linear,-0.03767569912430142,0.4971840233960929,RBD Wuhan-Hu-1 Binding,mutated_grammaticality
SVR-RBF,-0.09412695776082543,0.0892498949986654,RBD Wuhan-Hu-1 Binding,mutated_grammaticality
Linear,-0.0333139297084348,0.5477038073005995,RBD Wuhan-Hu-1 Binding,mutated_grammaticality
SVR-RBF,-0.03519687764587653,0.5252941597125764,RBD Wuhan-Hu-1 Binding,mutated_grammaticality
Linear,-0.10204169078304376,0.06491846815338626,RBD Wuhan-Hu-1 Binding,mutated_grammaticality
SVR-RBF,-0.11575010831115537,0.036138252426999994,RBD Wuhan-Hu-1 Binding,mutated_grammaticality
Linear,-0.12694713531446966,0.021468370117856093,RBD Wuhan-Hu-1 Binding,mutated_grammaticality
SVR-RBF,-0.05066037498444197,0.3604105320658456,RBD Wuhan-Hu-1 Binding,mutated_grammaticality
Linear,0.053192187583425664,0.3368771975824224,RBD Wuhan-Hu-1 Binding,mutated_grammaticality
SVR-RBF,-0.020029238920888422,0.7178031682613422,RBD Wuhan-Hu-1 Binding,mutated_grammaticality
Linear,-0.054247941167991635,0.3281055060413929,RBD Wuhan-Hu-1 Binding,mutated_grammaticality
SVR-RBF,-0.053782910767701704,0.33227505342320474,RBD Wuhan-Hu-1 Binding,mutated_grammaticality
Linear,0.09885148392796606,0.08127614815004491,RBD Wuhan-Hu-1 Binding,Evescape Fitness
SVR-RBF,0.05110240632055246,0.3683260614045185,RBD Wuhan-Hu-1 Binding,Evescape Fitness
Linear,0.09781372784635187,0.08453853323539544,RBD Wuhan-Hu-1 Binding,Evescape Fitness
SVR-RBF,0.012510679179519035,0.8257899380268656,RBD Wuhan-Hu-1 Binding,Evescape Fitness
Linear,0.07202293809520853,0.20527352356461148,RBD Wuhan-Hu-1 Binding,Evescape Fitness
SVR-RBF,0.09180783311336975,0.10610649315066027,RBD Wuhan-Hu-1 Binding,Evescape Fitness
Linear,0.16500363032880408,0.0035207921423257757,RBD Wuhan-Hu-1 Binding,Evescape Fitness
SVR-RBF,0.03878627336774832,0.49555164768343196,RBD Wuhan-Hu-1 Binding,Evescape Fitness
Linear,0.07766710260536994,0.1718688363235293,RBD Wuhan-Hu-1 Binding,Evescape Fitness
SVR-RBF,-0.02885533228033855,0.612206872889367,RBD Wuhan-Hu-1 Binding,Evescape Fitness
Linear,0.09979501508938653,0.07839895227756129,RBD Wuhan-Hu-1 Binding,Evescape Fitness
SVR-RBF,0.07753194690622138,0.1719240807960862,RBD Wuhan-Hu-1 Binding,Evescape Fitness
Linear,0.21816809337245463,0.00010230887077265958,RBD Wuhan-Hu-1 Binding,Evescape Fitness
SVR-RBF,0.07466145432817836,0.18839990601579606,RBD Wuhan-Hu-1 Binding,Evescape Fitness
Linear,0.08946089407037713,0.11537983443875346,RBD Wuhan-Hu-1 Binding,Evescape Fitness
SVR-RBF,0.07364043660497316,0.19525364341570545,RBD Wuhan-Hu-1 Binding,Evescape Fitness
Linear,0.14786230959347466,0.00901592116586062,RBD Wuhan-Hu-1 Binding,Evescape Fitness
SVR-RBF,0.01179996607038516,0.8358037340066905,RBD Wuhan-Hu-1 Binding,Evescape Fitness
Linear,-0.03610381942505166,0.5258584242760109,RBD Wuhan-Hu-1 Binding,Evescape Fitness
SVR-RBF,-0.05823526126399272,0.3059658295102117,RBD Wuhan-Hu-1 Binding,Evescape Fitness
Linear,0.04394927058087223,0.4391929134800403,RBD Wuhan-Hu-1 Binding,Evescape Fitness
SVR-RBF,0.04151300042119105,0.46500053015155374,RBD Wuhan-Hu-1 Binding,Evescape Fitness
Linear,0.10862896387792888,0.05527045000914344,RBD Wuhan-Hu-1 Binding,Evescape Fitness
SVR-RBF,0.08720867290050488,0.12425430148190426,RBD Wuhan-Hu-1 Binding,Evescape Fitness
Linear,0.001040627975199684,0.9854172522148945,RBD Wuhan-Hu-1 Binding,Evescape Fitness
SVR-RBF,-0.010995709628691312,0.8468521004762928,RBD Wuhan-Hu-1 Binding,Evescape Fitness
Linear,0.199054518762018,0.0004129986852509269,RBD Wuhan-Hu-1 Binding,Evescape Fitness
SVR-RBF,0.07371721733302483,0.19478704520251303,RBD Wuhan-Hu-1 Binding,Evescape Fitness
Linear,0.1636707810393113,0.003800230135255218,RBD Wuhan-Hu-1 Binding,Evescape Fitness
SVR-RBF,0.06320442341601971,0.2664628026206588,RBD Wuhan-Hu-1 Binding,Evescape Fitness
Linear,-0.05219339441379691,0.3460409708105294,RBD Wuhan-Hu-1 Binding,Evescape
SVR-RBF,-0.025481176983488424,0.645662212969645,RBD Wuhan-Hu-1 Binding,Evescape
Linear,-0.038940839234690806,0.48216618252051746,RBD Wuhan-Hu-1 Binding,Evescape
SVR-RBF,0.07038457349758456,0.203575814087053,RBD Wuhan-Hu-1 Binding,Evescape
Linear,-0.022768467137001203,0.6811946215752883,RBD Wuhan-Hu-1 Binding,Evescape
SVR-RBF,0.06028663518558447,0.27630402412545707,RBD Wuhan-Hu-1 Binding,Evescape
Linear,-0.025367934865037845,0.6471302281288946,RBD Wuhan-Hu-1 Binding,Evescape
SVR-RBF,0.08078855962146529,0.14430530415050324,RBD Wuhan-Hu-1 Binding,Evescape
Linear,0.013212354502112028,0.8118684153602501,RBD Wuhan-Hu-1 Binding,Evescape
SVR-RBF,0.019448909804007704,0.7260507198457073,RBD Wuhan-Hu-1 Binding,Evescape
Linear,-0.027033580198884452,0.6256780536278069,RBD Wuhan-Hu-1 Binding,Evescape
SVR-RBF,0.030964067901742574,0.5763144411926764,RBD Wuhan-Hu-1 Binding,Evescape
Linear,-0.001357205089298042,0.9804647894323136,RBD Wuhan-Hu-1 Binding,Evescape
SVR-RBF,0.05976905409164519,0.28045567615097966,RBD Wuhan-Hu-1 Binding,Evescape
Linear,-0.038822156043401806,0.4835032791769054,RBD Wuhan-Hu-1 Binding,Evescape
SVR-RBF,0.06286077330940877,0.25627736767423154,RBD Wuhan-Hu-1 Binding,Evescape
Linear,-0.059364380096693016,0.2837309049555761,RBD Wuhan-Hu-1 Binding,Evescape
SVR-RBF,0.07518495151545117,0.17434239464380066,RBD Wuhan-Hu-1 Binding,Evescape
Linear,-0.05985490878668176,0.2805040022138234,RBD Wuhan-Hu-1 Binding,Evescape
SVR-RBF,0.09087569950831217,0.10091763806505848,RBD Wuhan-Hu-1 Binding,Evescape
Linear,-0.02290041290864932,0.6794491316178481,RBD Wuhan-Hu-1 Binding,Evescape
SVR-RBF,0.03502888184120123,0.5272744008385946,RBD Wuhan-Hu-1 Binding,Evescape
Linear,-0.032519191648512795,0.5573014743697673,RBD Wuhan-Hu-1 Binding,Evescape
SVR-RBF,0.10431673514470849,0.05913401246675566,RBD Wuhan-Hu-1 Binding,Evescape
Linear,-0.026981552330233194,0.6263435030503772,RBD Wuhan-Hu-1 Binding,Evescape
SVR-RBF,0.03500916096509852,0.5275071079346119,RBD Wuhan-Hu-1 Binding,Evescape
Linear,0.0006182407547842246,0.9911005230821431,RBD Wuhan-Hu-1 Binding,Evescape
SVR-RBF,0.03371078439040714,0.5429418293674884,RBD Wuhan-Hu-1 Binding,Evescape
Linear,-0.07459876971145464,0.17840249345698705,RBD Wuhan-Hu-1 Binding,Evescape
SVR-RBF,0.02340664454654903,0.6732421044179739,RBD Wuhan-Hu-1 Binding,Evescape
Linear,0.08969921194458083,0.11921583501380038,RBD Wuhan-Hu-1 Binding,IND Mutability Score
SVR-RBF,0.21266029258666097,0.00019208892337086296,RBD Wuhan-Hu-1 Binding,IND Mutability Score
Linear,0.09155524983788398,0.11173396667677624,RBD Wuhan-Hu-1 Binding,IND Mutability Score
SVR-RBF,0.12716483865809108,0.026870836389335555,RBD Wuhan-Hu-1 Binding,IND Mutability Score
Linear,0.07650130033588434,0.18487897598166989,RBD Wuhan-Hu-1 Binding,IND Mutability Score
SVR-RBF,0.14268147386569713,0.01306588617863957,RBD Wuhan-Hu-1 Binding,IND Mutability Score
Linear,0.0726122236285203,0.20828523421837586,RBD Wuhan-Hu-1 Binding,IND Mutability Score
SVR-RBF,0.15833411922379179,0.005823475386443,RBD Wuhan-Hu-1 Binding,IND Mutability Score
Linear,0.07731769280961832,0.1802216085512432,RBD Wuhan-Hu-1 Binding,IND Mutability Score
SVR-RBF,0.07657459594586195,0.18445725238407046,RBD Wuhan-Hu-1 Binding,IND Mutability Score
Linear,0.09331004158909156,0.10500407683566311,RBD Wuhan-Hu-1 Binding,IND Mutability Score
SVR-RBF,0.15175810717968063,0.00814349409600607,RBD Wuhan-Hu-1 Binding,IND Mutability Score
Linear,0.06083487443312073,0.2911750817084253,RBD Wuhan-Hu-1 Binding,IND Mutability Score
SVR-RBF,0.1719747824133268,0.0026682099191581692,RBD Wuhan-Hu-1 Binding,IND Mutability Score
Linear,0.05612593562812718,0.3310075587924668,RBD Wuhan-Hu-1 Binding,IND Mutability Score
SVR-RBF,0.15383554650608508,0.007400773601462196,RBD Wuhan-Hu-1 Binding,IND Mutability Score
Linear,0.1878789527926225,0.0010354568609496925,RBD Wuhan-Hu-1 Binding,IND Mutability Score
SVR-RBF,0.14726334189500295,0.010391047377164007,RBD Wuhan-Hu-1 Binding,IND Mutability Score
Linear,-0.020594640181370534,0.7215033588361693,RBD Wuhan-Hu-1 Binding,IND Mutability Score
SVR-RBF,0.06880441956018868,0.23320318670755788,RBD Wuhan-Hu-1 Binding,IND Mutability Score
Linear,-0.00014862143954416415,0.9979443764439716,RBD Wuhan-Hu-1 Binding,IND Mutability Score
SVR-RBF,0.11289815184554504,0.0496037789050897,RBD Wuhan-Hu-1 Binding,IND Mutability Score
Linear,0.10474121259561288,0.0686533087291606,RBD Wuhan-Hu-1 Binding,IND Mutability Score
SVR-RBF,0.20875872419660235,0.0002529849989393404,RBD Wuhan-Hu-1 Binding,IND Mutability Score
Linear,0.17498461448951547,0.0022741427122697504,RBD Wuhan-Hu-1 Binding,IND Mutability Score
SVR-RBF,0.17969679154601267,0.0017161517071935192,RBD Wuhan-Hu-1 Binding,IND Mutability Score
Linear,0.035143227192836246,0.5429358191630256,RBD Wuhan-Hu-1 Binding,IND Mutability Score
SVR-RBF,0.12441813063176303,0.030649338129552936,RBD Wuhan-Hu-1 Binding,IND Mutability Score
Linear,0.10814861853697436,0.06049920069643105,RBD Wuhan-Hu-1 Binding,IND Mutability Score
SVR-RBF,0.1405437937110441,0.014509061455368682,RBD Wuhan-Hu-1 Binding,IND Mutability Score
Linear,-0.17072222479521681,0.0028695396956758706,RBD Wuhan-Hu-1 Binding,DCA Mutability Score
SVR-RBF,0.21923942488529372,0.00011937080148822529,RBD Wuhan-Hu-1 Binding,DCA Mutability Score
Linear,-0.09648756236786851,0.09363625855553133,RBD Wuhan-Hu-1 Binding,DCA Mutability Score
SVR-RBF,0.28342155035871214,5.266744692202837e-07,RBD Wuhan-Hu-1 Binding,DCA Mutability Score
Linear,0.01902345544505564,0.7419657896968637,RBD Wuhan-Hu-1 Binding,DCA Mutability Score
SVR-RBF,0.17494106442779575,0.002279994333662265,RBD Wuhan-Hu-1 Binding,DCA Mutability Score
Linear,6.535626642953375e-06,0.9999097544053277,RBD Wuhan-Hu-1 Binding,DCA Mutability Score
SVR-RBF,0.17389211096373186,0.002425149617779032,RBD Wuhan-Hu-1 Binding,DCA Mutability Score
Linear,0.026409716679374255,0.6475787395039291,RBD Wuhan-Hu-1 Binding,DCA Mutability Score
SVR-RBF,0.1682831347058334,0.003354137751372849,RBD Wuhan-Hu-1 Binding,DCA Mutability Score
Linear,0.03439872665932149,0.5508568213055929,RBD Wuhan-Hu-1 Binding,DCA Mutability Score
SVR-RBF,0.1473984930444666,0.010193557163695181,RBD Wuhan-Hu-1 Binding,DCA Mutability Score
Linear,-0.006741249980447258,0.9069705646211524,RBD Wuhan-Hu-1 Binding,DCA Mutability Score
SVR-RBF,0.3311866622929573,3.4485065769343443e-09,RBD Wuhan-Hu-1 Binding,DCA Mutability Score
Linear,0.08623927289790821,0.13484901557499812,RBD Wuhan-Hu-1 Binding,DCA Mutability Score
SVR-RBF,0.21596897360338316,0.0001553806431418576,RBD Wuhan-Hu-1 Binding,DCA Mutability Score
Linear,-0.07594513154079939,0.1881021755369234,RBD Wuhan-Hu-1 Binding,DCA Mutability Score
SVR-RBF,0.22493704311647653,8.032428621199849e-05,RBD Wuhan-Hu-1 Binding,DCA Mutability Score
Linear,0.06538065813972885,0.25734225863491583,RBD Wuhan-Hu-1 Binding,DCA Mutability Score
SVR-RBF,0.1601186562167298,0.005286400626259021,RBD Wuhan-Hu-1 Binding,DCA Mutability Score
Linear,0.06902007636678939,0.2309604575859383,RBD Wuhan-Hu-1 Binding,DCA Mutability Score
SVR-RBF,0.17054584506921117,0.002898972545659576,RBD Wuhan-Hu-1 Binding,DCA Mutability Score
Linear,0.01832164314151453,0.7507645577034159,RBD Wuhan-Hu-1 Binding,DCA Mutability Score
SVR-RBF,0.16832878865994227,0.0032930503758773644,RBD Wuhan-Hu-1 Binding,DCA Mutability Score
Linear,0.016740249782113362,0.7720240174982079,RBD Wuhan-Hu-1 Binding,DCA Mutability Score
SVR-RBF,0.26903926958504015,2.09780590981552e-06,RBD Wuhan-Hu-1 Binding,DCA Mutability Score
Linear,-0.00888584373538863,0.8777814989904346,RBD Wuhan-Hu-1 Binding,DCA Mutability Score
SVR-RBF,0.2663276055785359,2.677299296080354e-06,RBD Wuhan-Hu-1 Binding,DCA Mutability Score
Linear,-0.0029371054941433653,0.959461070206818,RBD Wuhan-Hu-1 Binding,DCA Mutability Score
SVR-RBF,0.209801963735338,0.00024085040309637635,RBD Wuhan-Hu-1 Binding,DCA Mutability Score
Linear,0.5028226795455539,2.027960355622834e-22,RBD Wuhan-Hu-1 Binding,Mean_Embedding
SVR-RBF,0.6517626876879901,4.789335870447616e-41,RBD Wuhan-Hu-1 Binding,Mean_Embedding
Linear,0.49225655939299,2.0196429861360373e-21,RBD Wuhan-Hu-1 Binding,Mean_Embedding
SVR-RBF,0.6654423141928083,2.620210019390302e-43,RBD Wuhan-Hu-1 Binding,Mean_Embedding
Linear,0.534827097889065,1.1544636852680364e-25,RBD Wuhan-Hu-1 Binding,Mean_Embedding
SVR-RBF,0.6585593698161125,3.725848989733864e-42,RBD Wuhan-Hu-1 Binding,Mean_Embedding
Linear,0.5233304427669034,1.8520816928520966e-24,RBD Wuhan-Hu-1 Binding,Mean_Embedding
SVR-RBF,0.6069131422749493,2.177814492531721e-34,RBD Wuhan-Hu-1 Binding,Mean_Embedding
Linear,0.44263330436474135,4.027979500595733e-17,RBD Wuhan-Hu-1 Binding,Mean_Embedding
SVR-RBF,0.6320329413121338,7.167253925753289e-38,RBD Wuhan-Hu-1 Binding,Mean_Embedding
Linear,0.5483224347675947,3.8671656916036024e-27,RBD Wuhan-Hu-1 Binding,Mean_Embedding
SVR-RBF,0.6877347468082027,2.911080384048567e-47,RBD Wuhan-Hu-1 Binding,Mean_Embedding
Linear,0.5549503128951148,6.889622726766743e-28,RBD Wuhan-Hu-1 Binding,Mean_Embedding
SVR-RBF,0.5856695329731805,1.371046226317732e-31,RBD Wuhan-Hu-1 Binding,Mean_Embedding
Linear,0.545991263013492,7.030103911532141e-27,RBD Wuhan-Hu-1 Binding,Mean_Embedding
SVR-RBF,0.6422259795783314,1.5461242677807912e-39,RBD Wuhan-Hu-1 Binding,Mean_Embedding
Linear,0.42048560647249955,1.7456590959972334e-15,RBD Wuhan-Hu-1 Binding,Mean_Embedding
SVR-RBF,0.6018934218231506,1.0431637265608009e-33,RBD Wuhan-Hu-1 Binding,Mean_Embedding
Linear,0.4532396408454698,5.703726907911991e-18,RBD Wuhan-Hu-1 Binding,Mean_Embedding
SVR-RBF,0.6794262314210917,1.29997558165991e-45,RBD Wuhan-Hu-1 Binding,Mean_Embedding
Linear,0.48353746673937303,1.2685810558524669e-20,RBD Wuhan-Hu-1 Binding,Mean_Embedding
SVR-RBF,0.6028034908161252,7.868685619410058e-34,RBD Wuhan-Hu-1 Binding,Mean_Embedding
Linear,0.46702434858991265,3.577825728961348e-19,RBD Wuhan-Hu-1 Binding,Mean_Embedding
SVR-RBF,0.5809449901754812,5.3940168602167394e-31,RBD Wuhan-Hu-1 Binding,Mean_Embedding
Linear,0.5758391865879845,2.311985528848668e-30,RBD Wuhan-Hu-1 Binding,Mean_Embedding
SVR-RBF,0.6668668524336175,1.4992661975453501e-43,RBD Wuhan-Hu-1 Binding,Mean_Embedding
Linear,0.511610041620751,2.818770478904161e-23,RBD Wuhan-Hu-1 Binding,Mean_Embedding
SVR-RBF,0.6589289080032709,3.236673007369706e-42,RBD Wuhan-Hu-1 Binding,Mean_Embedding
Linear,0.5057633749887389,1.2241332853294117e-22,RBD Wuhan-Hu-1 Binding,Mean_Embedding
SVR-RBF,0.675375033751174,6.79700817347801e-45,RBD Wuhan-Hu-1 Binding,Mean_Embedding
Linear,0.19494870395149638,0.00038329707547215473,RBD Wuhan-Hu-1 Binding,Logits
SVR-RBF,0.724429787202571,1.3028381867853324e-54,RBD Wuhan-Hu-1 Binding,Logits
Linear,0.15171111221443773,0.00590395013289649,RBD Wuhan-Hu-1 Binding,Logits
SVR-RBF,0.6138760022607617,2.3662407452144034e-35,RBD Wuhan-Hu-1 Binding,Logits
Linear,0.15445820816406225,0.005054793644749727,RBD Wuhan-Hu-1 Binding,Logits
SVR-RBF,0.689505302783693,1.3634911435778336e-47,RBD Wuhan-Hu-1 Binding,Logits
Linear,0.1314751197203838,0.017201339953247217,RBD Wuhan-Hu-1 Binding,Logits
SVR-RBF,0.6710411677608872,2.868306405965007e-44,RBD Wuhan-Hu-1 Binding,Logits
Linear,0.18495751921553663,0.0007770361734790634,RBD Wuhan-Hu-1 Binding,Logits
SVR-RBF,0.6672719497780895,1.7190919937633503e-43,RBD Wuhan-Hu-1 Binding,Logits
Linear,0.2436866875971909,8.045135656458853e-06,RBD Wuhan-Hu-1 Binding,Logits
SVR-RBF,0.6403025638967804,3.0698750058028726e-39,RBD Wuhan-Hu-1 Binding,Logits
Linear,0.06587801289310963,0.2341094420464962,RBD Wuhan-Hu-1 Binding,Logits
SVR-RBF,0.6515940147284505,5.098431465815625e-41,RBD Wuhan-Hu-1 Binding,Logits
Linear,0.3006387807666594,2.8080886987166904e-08,RBD Wuhan-Hu-1 Binding,Logits
SVR-RBF,0.7288524594623823,1.4069055461334969e-55,RBD Wuhan-Hu-1 Binding,Logits
Linear,0.22704024550075128,3.317443711976524e-05,RBD Wuhan-Hu-1 Binding,Logits
SVR-RBF,0.6487960628469954,1.430463894517662e-40,RBD Wuhan-Hu-1 Binding,Logits
Linear,0.319769173303719,3.2917754277222557e-09,RBD Wuhan-Hu-1 Binding,Logits
SVR-RBF,0.6393721849358979,5.562085861506502e-39,RBD Wuhan-Hu-1 Binding,Logits
Linear,0.28269660838919497,1.9202205859649362e-07,RBD Wuhan-Hu-1 Binding,Logits
SVR-RBF,0.7242493203772562,1.425387047820022e-54,RBD Wuhan-Hu-1 Binding,Logits
Linear,0.24305180419720257,8.507925850914456e-06,RBD Wuhan-Hu-1 Binding,Logits
SVR-RBF,0.6185395557218881,5.186691861703763e-36,RBD Wuhan-Hu-1 Binding,Logits
Linear,0.13883518909012468,0.011835412086599596,RBD Wuhan-Hu-1 Binding,Logits
SVR-RBF,0.5911541242235435,2.717573499343128e-32,RBD Wuhan-Hu-1 Binding,Logits
Linear,0.2593649412063374,1.9255302595663226e-06,RBD Wuhan-Hu-1 Binding,Logits
SVR-RBF,0.7351528700585801,5.467428482542375e-57,RBD Wuhan-Hu-1 Binding,Logits
Linear,0.09030306940655942,0.10309265501944052,RBD Wuhan-Hu-1 Binding,Logits
SVR-RBF,0.6439912581148662,1.0738823771956657e-39,RBD Wuhan-Hu-1 Binding,Logits
Linear,0.2120188097561627,0.00010398012912416781,RBD Variant Average Binding,semantic_score
SVR-RBF,0.20982461647114214,0.00012302304377315743,RBD Variant Average Binding,semantic_score
Linear,0.1766566017385584,0.0012715306367587585,RBD Variant Average Binding,semantic_score
SVR-RBF,0.1762762659979347,0.0013031708401538631,RBD Variant Average Binding,semantic_score
Linear,0.13645293471448117,0.01324142601525151,RBD Variant Average Binding,semantic_score
SVR-RBF,0.16401040578518525,0.0028470471169260133,RBD Variant Average Binding,semantic_score
Linear,0.24927651487070276,4.723523326243546e-06,RBD Variant Average Binding,semantic_score
SVR-RBF,0.1488030651237709,0.00685433990847451,RBD Variant Average Binding,semantic_score
Linear,0.11708058417970199,0.03376450342257465,RBD Variant Average Binding,semantic_score
SVR-RBF,0.19092391780508025,0.0004977786692998543,RBD Variant Average Binding,semantic_score
Linear,0.06081848986007885,0.27061361583712884,RBD Variant Average Binding,semantic_score
SVR-RBF,0.06982600224227786,0.2058054026768065,RBD Variant Average Binding,semantic_score
Linear,0.26475725213271006,1.068214159158193e-06,RBD Variant Average Binding,semantic_score
SVR-RBF,0.27159661704882504,5.455676592256163e-07,RBD Variant Average Binding,semantic_score
Linear,0.23539820324978605,1.6013634981260363e-05,RBD Variant Average Binding,semantic_score
SVR-RBF,0.2040851468199678,0.0001937876002879774,RBD Variant Average Binding,semantic_score
Linear,0.05667210319519608,0.30543381639994793,RBD Variant Average Binding,semantic_score
SVR-RBF,0.08552793858969263,0.12155729788037681,RBD Variant Average Binding,semantic_score
